chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr9,YIL165C,YIL165C,CDS,47,"Putative protein of unknown function  in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF, YIL164C, likely constitute a single ORF encoding a nitrilase gene"
chr16,YPL118W,MRP51,CDS,47,Mitochondrial ribosomal protein of the small subunit  MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
chr2,YBR256C,RIB5,CDS,47,Riboflavin synthase  catalyzes the last step of the riboflavin biosynthesis pathway
chr7,YGL035C,MIG1,CDS,47,Transcription factor involved in glucose repression  sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs  regulated by the SNF1 kinase and the GLC7 phosphatase
chr4,YDR286C,YDR286C,CDS,47,Putative protein of unknown function  predicted to have thiol-disulfide oxidoreductase active site
chr3,YCR026C,YCR026C,CDS,47,Nucleotide pyrophosphatase/phosphodiesterase family member  mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p  activity and expression enhanced during conditions of phosphate starvation
chr7,YGR197C,SNG1,CDS,47,Protein involved in nitrosoguanidine (MNNG) resistance  expression is regulated by transcription factors involved in multidrug resistance
chr14,YNL157W,YNL157W,CDS,47,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
chr7,YGR232W,NAS6,CDS,47,"Regulatory, non-ATPase subunit of the 26S proteasome  homolog of the human oncoprotein gankyrin, which interacts with the retinoblastoma tumor suppressor (Rb) and cyclin-dependent kinase 4/6"
chr10,YJR035W,RAD26,CDS,47,Protein involved in transcription-coupled repair nucleotide excision repair of UV-induced DNA lesions  homolog of human CSB protein
chr4,YDR219C,YDR219C,CDS,48,Mitochondria-associated F-box protein involved in maintenance of normal mitochondrial morphology  interacts with Skp1p through the F-box motif  preferentially localizes to the mother cell during budding
chr1,YAL031C,FUN21,CDS,48,Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation  potential Cdc28p substrate
chr4,YDL069C,YDL069C,CDS,48,"Mitochondrial translational activator of the COB mRNA  membrane protein that interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader"
chr12,YLR408C,YLR408C,CDS,48,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endosome  YLR408C is not an essential gene
chr8,YHR190W,ERG9,CDS,48,"Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway"
chr8,YHR140W,YHR140W,CDS,48,Putative integral membrane protein of unknown function
chr14,YNL321W,YNL321W,CDS,48,Low affinity vacuolar membrane localized monovalent cation/H+ antiporter  member of the calcium exchanger (CAX) family  potential Cdc28p substrate
chr10,YJL005W,CYR1,CDS,48,"Adenylate cyclase, required for cAMP production and cAMP-dependent protein kinase signaling  the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation"
chr12,YLR142W,PUT1,CDS,48,"Proline oxidase, nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source  PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source"
chr13,YML041C,VPS71,CDS,48,"Nucleosome-binding component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A  required for vacuolar protein sorting"
chr5,YER092W,IES5,CDS,48,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions
chr10,YJL164C,TPK1,CDS,48,cAMP-dependent protein kinase catalytic subunit  promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway  inhibited by regulatory subunit Bcy1p in the absence of cAMP  partially redundant with Tpk2p and Tpk3p
chr4,YDR338C,YDR338C,CDS,48,Putative protein of unknown function
chr8,YHR110W,ERP5,CDS,48,"Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport"
chr5,YER128W,YER128W,CDS,48,Putative protein of unknown function
chr3,YCR030C,SYP1,CDS,48,Protein of unknown function that may regulate assembly and disassembly of the septin ring  colocalizes and interacts with septin subunits  potential role in actin cytoskeletal organization
chr5,YEL035C,UTR5,CDS,48,Protein of unknown function  transcription may be regulated by Gcr1p  essential for growth under standard (aerobic) conditions but not under anaerobic conditions
chr4,YDL115C,IWR1,CDS,48,"Protein of unknown function, deletion causes hypersensitivity to the K1 killer toxin"
chr13,YMR178W,YMR178W,CDS,48,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS  YMR178W is not an essential gene
chr16,YPR122W,AXL1,CDS,48,Haploid specific endoprotease that performs one of two N-terminal cleavages during maturation of a-factor mating pheromone  required for axial budding pattern of haploid cells
chr8,YHL047C,ARN2,CDS,48,"Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates  responsible for uptake of iron bound to the siderophore triacetylfusarinine C"
chr12,YLR248W,RCK2,CDS,48,Protein kinase involved in the response to oxidative and osmotic stress  identified as suppressor of S. pombe cell cycle checkpoint mutations
chr2,YBR287W,YBR287W,CDS,48,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the ER  YBR287W is not an essential gene
chr16,YPR083W,MDM36,CDS,48,Protein required for normal mitochondrial morphology and inheritance
chr4,YDR265W,PEX10,CDS,48,Peroxisomal membrane E3 ubiquitin ligase required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import  contains zinc-binding RING domain  mutations in human homolog cause various peroxisomal disorders
chr11,YKR069W,MET1,CDS,48,"S-adenosyl-L-methionine uroporphyrinogen III transmethylase, involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase  required for sulfate assimilation and methionine biosynthesis"
chr15,YOR353C,SOG2,CDS,48,"Key component of the RAM signaling network, required for proper cell morphogenesis and cell separation after mitosis"
chr12,YLR133W,CKI1,CDS,48,"Choline kinase, catalyzing the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway)  exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway"
chr14,YNL271C,BNI1,CDS,48,"Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNR1"
chr12,YLR247C,YLR247C,CDS,48,Putative helicase  localizes to the mitochondrion and the nucleus  YLR247C is not an essential gene  null mutant displays increased levels of spontaneous Rad52p foci
chr5,YER173W,RAD24,CDS,48,"Checkpoint protein, involved in the activation of the DNA damage and meiotic pachytene checkpoints  subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA  homolog of human and S. pombe Rad17 protein"
chr11,YKL197C,PEX1,CDS,48,AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol  induced by oleic acid and upregulated during anaerobiosis
chr4,YDL132W,CDC53,CDS,48,"Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination  SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation"
chr7,YGR279C,SCW4,CDS,48,Cell wall protein with similarity to glucanases  scw4 scw10 double mutants exhibit defects in mating
chr9,YIR034C,LYS1,CDS,48,"Saccharopine dehydrogenase (NAD+, L-lysine-forming), catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway"
chr15,YOR190W,SPR1,CDS,48,"Sporulation-specific exo-1,3-beta-glucanase  contributes to ascospore thermoresistance"
chr7,YGR175C,ERG1,CDS,48,"Squalene epoxidase, catalyzes the epoxidation of squalene to 2,3-oxidosqualene  plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine"
chr8,YHR037W,PUT2,CDS,48,"Delta-1-pyrroline-5-carboxylate dehydrogenase, nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source  deficiency of the human homolog causes HPII, an autosomal recessive inborn error of metabolism"
chr13,YMR304W,UBP15,CDS,48,Ubiquitin-specific protease that may play a role in ubiquitin precursor processing
chr3,YCR007C,YCR007C,CDS,48,"Putative integral membrane protein, member of DUP240 gene family  YCR007C is not an essential gene"
chr16,YPR075C,OPY2,CDS,48,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway  interacts with Ste50p  overproduction blocks cell cycle arrest in the presence of mating pheromone
chr8,YHR051W,COX6,CDS,48,"Subunit VI of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain  expression is regulated by oxygen levels"
chr16,YPL203W,TPK2,CDS,48,cAMP-dependent protein kinase catalytic subunit  promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway  inhibited by regulatory subunit Bcy1p in the absence of cAMP  partially redundant with Tpk1p and Tpk3p
chr10,YJL001W,YJL001W,CDS,48,"Beta 1 subunit of the 20S proteasome, responsible for cleavage after acidic residues in peptides"
chr10,YJR126C,VPS70,CDS,48,Protein of unknown function involved in vacuolar protein sorting
chr11,YKR097W,PCK1,CDS,48,"Phosphoenolpyruvate carboxykinase, key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol"
chr6,YFL038C,YPT1,CDS,48,"Ras-like small GTPase, involved in the ER-to-Golgi step of the secretory pathway  complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p)"
chr5,YER079W,YER079W,CDS,48,Putative protein of unknown function
chr14,YNL125C,ESBP6,CDS,48,"Protein with similarity to monocarboxylate permeases, appears not to be involved in transport of monocarboxylates such as lactate, pyruvate or acetate across the plasma membrane"
chr5,YER051W,YER051W,CDS,48,"JmjC domain family histone demethylase specific for H3-K36, similar to proteins found in human, mouse, drosophila, X. laevis, C. elegans, and S. pombe"
chr6,YFR030W,MET10,CDS,48,"Subunit alpha of assimilatory sulfite reductase, which converts sulfite into sulfide"
chr7,YGL122C,NAB2,CDS,48,Nuclear polyadenylated RNA-binding protein required for nuclear mRNA export and poly(A) tail length control  binds nuclear pore protein Mlp1p  autoregulates mRNA levels  related to human hnRNPs  nuclear localization sequence binds Kap104p
chr15,YOL053W,YOL053W,CDS,48,Putative protein of unknown function  YOL053W is not an essential gene
chr13,YML131W,YML131W,CDS,48,"Putative protein of unknown function with similarity to medium chain dehydrogenase/reductases  expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals  GFP-fusion protein localizes to the cytoplasm"
chr4,YDL067C,COX9,CDS,48,"Subunit VIIa of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain"
chr15,YOR034C-A,YOR034C-A,CDS,48,Putative protein of unknown function  identified by expression profiling and mass spectrometry
chr5,YER015W,FAA2,CDS,48,"Long chain fatty acyl-CoA synthetase  accepts a wider range of acyl chain lengths than Faa1p, preferring C9:0-C13:0  involved in the activation of endogenous pools of fatty acids"
chr13,YMR188C,MRPS17,CDS,48,Mitochondrial ribosomal protein of the small subunit
chr9,YIR003W,YIR003W,CDS,48,Protein of unknown function  may interact with ribosomes  GFP-fusion protein colocalizes with Sac1p to the actin cytoskeleton  YIR003W is not an essential gene
chr4,YDL089W,YDL089W,CDS,48,"Protein of unknown function  interacts with Csm1p, Lrs4p  required for rDNA repeat stability  null mutant causes increase in unequal sister-chromatid exchange  GFP-fusion protein localizes to the nuclear periphery, possible Cdc28p substrate"
chr7,YGR080W,TWF1,CDS,48,"Twinfilin, highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton, composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly"
chr16,YPL011C,TAF3,CDS,48,"TFIID subunit (47 kDa), involved in promoter binding and RNA polymerase II transcription initiation"
chr13,YMR295C,YMR295C,CDS,48,Protein of unknown function that associates with ribosomes  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud  YMR295C is not an essential gene
chr1,YAL056W,GPB2,CDS,48,"Multistep regulator of cAMP-PKA signaling  inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency  inhibits Ras activity through direct interactions with Ira1p/2p  regulated by G-alpha protein Gpa2p  homolog of Gpb1p"
chr4,YDR374W-A,YDR374W-A,CDS,48,Putative protein of unknown function
chr2,YBR036C,CSG2,CDS,48,"Endoplasmic reticulum membrane protein, required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations"
chr10,YJR045C,SSC1,CDS,48,"Mitochondrial matrix ATPase, subunit of the presequence translocase-associated protein import motor (PAM) and of SceI endonuclease  involved in protein folding and translocation into the matrix  phosphorylated  member of HSP70 family"
chr2,YBR008C,FLR1,CDS,48,"Plasma membrane multidrug transporter of the major facilitator superfamily, involved in efflux of fluconazole, diazaborine, benomyl, methotrexate, and other drugs"
chr15,YOL132W,GAS4,CDS,49,"1,3-beta-glucanosyltransferase, involved with Gas2p in spore wall assembly  has similarity to Gas1p  localizes to the cell wall"
chr15,YOL045W,PSK2,CDS,49,"One of two (see also PSK1) PAS domain containing S/T protein kinases  regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p, Tif11p and Sro9p (translation)"
chr16,YPL060W,LPE10,CDS,49,"Mitochondrial inner membrane magnesium transporter, involved in maintenance of magnesium concentrations inside mitochondria  indirectly affects splicing of group II introns  functionally and structurally related to Mrs2p"
chr11,YKR089C,YKR089C,CDS,49,Triacylglycerol lipase involved in triacylglycerol mobilization and degradation  found in lipid particles  potential Cdc28p substrate
chr14,YNL138W-A,YNL138W-A,CDS,49,"Component of the SF3b subcomplex of the U2 snRNP, essential protein required for for splicing and for assembly of SF3b"
chr10,YJR109C,CPA2,CDS,49,"Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor"
chr4,YDR305C,YDR305C,CDS,49,Dinucleoside triphosphate hydrolase  has similarity to the tumor suppressor FHIT and belongs to the histidine triad (HIT) superfamily of nucleotide-binding proteins
chr4,YDR387C,YDR387C,CDS,49,"Putative transporter, member of the sugar porter family  YDR387C is not an essential gene"
chr6,YFR045W,YFR045W,CDS,49,"Putative mitochondrial transport protein  null mutant is viable, exhibits decreased levels of chitin and normal resistance to calcofluor white"
chr11,YKR013W,PRY2,CDS,49,Protein of unknown function
chr16,YPL100W,ATG21,CDS,49,"Phosphoinositide binding protein required for vesicle formation in the cytoplasm-to-vacuole targeting (Cvt) pathway  binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate  WD-40 repeat protein"
chr12,YLR006C,SSK1,CDS,49,"Cytoplasmic response regulator, part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism  dephosphorylated form is degraded by the ubiquitin-proteasome system  potential Cdc28p substrate"
chr5,YER125W,RSP5,CDS,49,"Ubiquitin-protein ligase involved in ubiquitin-mediated protein degradation  functions in multivesicular body sorting, heat shock response and ubiquitylation of arrested RNAPII  contains a hect (homologous to E6-AP carboxyl terminus) domain"
chr1,YAR029W,YAR029W,CDS,49,Member of DUP240 gene family but contains no transmembrane domains  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
chr11,YKL176C,LST4,CDS,49,Protein possibly involved in a post-Golgi secretory pathway  required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface
chr15,YOL119C,MCH4,CDS,49,"Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane  mutant is not deficient in monocarboxylate transport"
chr15,YOL096C,YOL096C,CDS,49,"O-methyltransferase, catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis  component of a mitochondrial ubiquinone-synthesizing complex  phosphoprotein"
chr7,YGL003C,CDH1,CDS,49,"Cell-cycle regulated activator of the anaphase-promoting complex/cyclosome (APC/C), which directs ubiquitination of cyclins resulting in mitotic exit  targets the APC/C to specific substrates including Cdc20p, Ase1p, Cin8p and Fin1p"
chr4,YDR001C,NTH1,CDS,49,"Neutral trehalase, degrades trehalose  required for thermotolerance and may mediate resistance to other cellular stresses  may be phosphorylated by Cdc28p"
chr12,YLR046C,YLR046C,CDS,49,"Putative membrane protein, transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance"
chr15,YOR245C,DGA1,CDS,49,"Diacylglycerol acyltransferase, catalyzes the terminal step of triacylglycerol (TAG) formation, acylates diacylglycerol using acyl-CoA as an acyl donor, localized to lipid particles"
chr15,YOR381W,FRE3,CDS,49,"Ferric reductase, reduces siderophore-bound iron prior to uptake by transporters  expression induced by low iron levels"
chr10,YJR103W,URA8,CDS,49,"Minor CTP synthase isozyme (see also URA7), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines  involved in phospholipid biosynthesis"
chr1,YAR020C,PAU7,CDS,49,"Part of 23-member seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme"
chr11,YKL188C,PXA2,CDS,49,"Subunit of a heterodimeric peroxisomal ATP-binding cassette transporter complex (Pxa1p-Pxa2p), required for import of long-chain fatty acids into peroxisomes  similarity to human adrenoleukodystrophy transporter and ALD-related proteins"
chr2,YBR255C-A,YBR255C-A,CDS,49,Putative protein of unknown function  identified by sequence comparison with hemiascomycetous yeast species
chr5,YEL072W,RMD6,CDS,49,Protein required for sporulation
chr5,YEL002C,WBP1,CDS,49,Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex  required for N-linked glycosylation of proteins in the endoplasmic reticulum
chr15,YOR380W,RDR1,CDS,49,Transcriptional repressor involved in the control of multidrug resistance  negatively regulates expression of the PDR5 gene  member of the Gal4p family of zinc cluster proteins
chr12,YLR220W,CCC1,CDS,49,"Putative vacuolar Fe2+/Mn2+ transporter  suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation"
chr9,YIR036C,YIR036C,CDS,49,Putative benzil reductase (GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS  sequence similarity with short-chain dehydrogenase/reductases  null mutant has increased spontaneous Rad52p foci
chr13,YML032C,YML032C,CDS,49,Protein that stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA  anneals complementary single-stranded DNA  involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis
chr16,YPL041C,YPL041C,CDS,49,Protein of unknown function involved in maintenance of proper telomere length
chr15,YOL077W-A,ATP19,CDS,49,"Subunit k of the mitochondrial F1F0 ATP synthase, which is a large enzyme complex required for ATP synthesis  associated only with the dimeric form of ATP synthase"
chr12,YLR306W,YLR306W,CDS,49,"Enzyme that mediates the conjugation of Rub1p, a ubiquitin-like protein, to other proteins  related to E2 ubiquitin-conjugating enzymes"
chr3,YCR097W,YCR097W,CDS,49,Silenced copy of a1 at HMR  homeobox corepressor that interacts with Alpha2p to repress haploid-specific gene transcription in diploid cells
chr4,YDL147W,RPN5,CDS,49,"Essential, non-ATPase regulatory subunit of the 26S proteasome lid, similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p"
chr7,YGL033W,YGL033W,CDS,49,"Meiosis-specific protein that localizes to chromosomes, preventing synapsis between nonhomologous chromosomes and ensuring synapsis between homologs  complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair"
chr16,YPL264C,YPL264C,CDS,49,Putative membrane protein of unknown function  physically interacts with Hsp82p  YPL264C is not an essential gene
chr13,YMR027W,YMR027W,CDS,49,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm  YMR027W is not an essential gene
chr16,YPL109C,YPL109C,CDS,49,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr4,YDL181W,INH1,CDS,49,Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase  inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p  has similarity to Stf1p  has a calmodulin-binding motif and binds calmodulin in vitro
chr2,YBR054W,YRO2,CDS,49,"Putative protein of unknown function  the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies  transcriptionally regulated by Haa1p"
chr14,YNL118C,DCP2,CDS,49,"Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation  member of the Nudix hydrolase family"
chr7,YGR250C,YGR250C,CDS,49,Putative RNA binding protein  localizes to stress granules induced by glucose deprivation
chr4,YDR466W,PKH3,CDS,49,"Protein kinase with similarity to mammalian phosphoinositide-dependent kinase 1 (PDK1) and yeast Pkh1p and Pkh2p, two redundant upstream activators of Pkc1p  identified as a multicopy suppressor of a pkh1 pkh2 double mutant"
chr10,YJL149W,YJL149W,CDS,49,Putative SCF ubiquitin ligase F-box protein  interacts physically with both Cdc53p and Skp1 and genetically with CDC34  similar to putative F-box protein YDR131C
chr7,YGR097W,ASK10,CDS,49,"Component of the RNA polymerase II holoenzyme, phosphorylated in response to oxidative stress  has a role in destruction of Ssn8p, which relieves repression of stress-response genes"
chr12,YLL007C,YLL007C,CDS,49,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YLL007C is not an essential gene
chr7,YGR142W,BTN2,CDS,49,"v-SNARE binding protein that facilitates specific protein retrieval from a late endosome to the Golgi  modulates arginine uptake, possible role in mediating pH homeostasis between the vacuole and plasma membrane H(+)-ATPase"
chr3,YCR038C,BUD5,CDS,49,GTP/GDP exchange factor for Rsr1p (Bud1p) required for both axial and bipolar budding patterns  mutants exhibit random budding in all cell types
chr12,YLR425W,TUS1,CDS,49,Guanine nucleotide exchange factor (GEF) that functions to modulate Rho1p activity as part of the cell integrity signaling pathway  multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation  potential Cdc28p substrate
chr9,YIL124W,AYR1,CDS,49,"NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase found in lipid particles, ER, and mitochondrial outer membrane  involved in phosphatidic acid biosynthesis  required for spore germination  capable of metabolizing steroid hormones"
chr12,YLR173W,YLR173W,CDS,49,Putative protein of unknown function
chr16,YPR021C,AGC1,CDS,49,"Mitochondrial amino acid transporter, acts both as a glutamate uniporter and as an aspartate-glutamate exchanger  involved in nitrogen metabolism and nitrogen compound biosynthesis"
chr13,YML123C,PHO84,CDS,49,High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter  regulated by Pho4p and Spt7p  mutation confers resistance to arsenate  exit from the ER during maturation requires Pho86p
chr15,YOL091W,SPO21,CDS,49,"Component of the meiotic outer plaque of the spindle pole body, involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation"
chr4,YDR452W,PPN1,CDS,49,Vacuolar endopolyphosphatase with a role in phosphate metabolism  functions as a homodimer
chr7,YGL044C,RNA15,CDS,49,Cleavage and polyadenylation factor I (CF I) component involved in cleavage and polyadenylation of mRNA 3' ends  interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p
chr5,YER066W,YER066W,CDS,49,Putative protein of unknown function  YER066W is not an essential gene
chr16,YPL274W,SAM3,CDS,49,"High-affinity S-adenosylmethionine permease, required for utilization of S-adenosylmethionine as a sulfur source  has similarity to S-methylmethionine permease Mmp1p"
chr4,YDR422C,SIP1,CDS,50,"Alternate beta-subunit of the Snf1p kinase complex, may confer substrate specificity  vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions"
chr2,YBR047W,YBR047W,CDS,50,"Putative protein of unknown function  proposed to be involved in iron or copper homeostatis  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr13,YMR297W,PRC1,CDS,50,"Vacuolar carboxypeptidase Y (proteinase C), broad-specificity C-terminal exopeptidase involved in non-specific protein degradation in the vacuole  member of the serine carboxypeptidase family"
chr8,YHR004C,NEM1,CDS,50,"Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme  regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology and sporulation  homolog of the human protein Dullard"
chr14,YNL052W,COX5A,CDS,50,"Subunit Va of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain  predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth"
chr4,YDR377W,ATP17,CDS,50,"Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
chr5,YEL005C,VAB2,CDS,50,"Protein with a potential role in vacuolar function, as suggested by its ability to bind Vac8p  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
chr2,YBL106C,SRO77,CDS,50,Protein with roles in exocytosis and cation homeostasis  functions in docking and fusion of post-Golgi vesicles with plasma membrane  homolog of Sro7p and Drosophila lethal giant larvae tumor suppressor  interacts with SNARE protein Sec9p
chr12,YLR136C,TIS11,CDS,50,mRNA-binding protein expressed during iron starvation  binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation  involved in iron homeostasis
chr9,YIL105C,SLM1,CDS,50,"Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p  acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress  phosphorylated by the TORC2 complex"
chr16,YPL002C,SNF8,CDS,50,"Component of the ESCRT-II complex, which is involved in ubiquitin-dependent sorting of proteins into the endosome  appears to be functionally related to SNF7  involved in glucose derepression"
chr2,YBL093C,ROX3,CDS,50,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme
chr8,YHR136C,SPL2,CDS,50,Protein with similarity to cyclin-dependent kinase inhibitors  downregulates low-affinity phosphate transport during phosphate limitation  overproduction suppresses a plc1 null mutation  GFP-fusion protein localizes to the cytoplasm
chr15,YOR338W,YOR338W,CDS,50,Putative protein of unknown function  YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p  identified as being required for sporulation in a high-throughput mutant screen
chr15,YOR122C,YOR122C,CDS,50,"Profilin, actin- and phosphatidylinositol 4,5-bisphosphate-binding protein, involved in cytoskeleton organization, required for normal timing of actin polymerization in response to thermal stress  localizes to plasma membrane and cytosol"
chr4,YDL025C,YDL025C,CDS,50,"Putative protein kinase, potentially phosphorylated by Cdc28p  YDL025C is not an essential gene"
chr6,YFL041W,FET5,CDS,50,"Multicopper oxidase, integral membrane protein with similarity to Fet3p  may have a role in iron transport"
chr11,YKL041W,VPS24,CDS,50,One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III)  forms an ESCRT-III subcomplex with Did4p  involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
chr13,YMR139W,RIM11,CDS,50,Protein kinase required for signal transduction during entry into meiosis  promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p  shares similarity with mammalian glycogen synthase kinase 3-beta
chr8,YHR001W,OSH7,CDS,50,"Member of an oxysterol-binding protein family with seven members in S. cerevisiae  family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability"
chr13,YMR204C,YMR204C,CDS,50,Peripheral membrane protein of peroxisomes involved in peroxisomal inheritance
chr2,YBL029C-A,YBL029C-A,CDS,50,Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cell periphery  has potential orthologs in Saccharomyces species and in Yarrowia lipolytica
chr4,YDL183C,YDL183C,CDS,50,Putative protein of unknown function  YDL183C is not an essential gene
chr14,YNL180C,RHO5,CDS,50,"Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity"
